## species	class	freq	bp	percent
dbia	RC/Helitron::Helitron-2_DRh	127	35897.0	0.0005894232120236753
dbia	RC/Helitron::Helitron-1_DYak	138	62209.0	0.001021462200094181
dbia	LTR/Gypsy::Gypsy-22_DAn-I	93	29900.0	0.0004909533955346656
dbia	LTR/Pao::DIVER_I-int	47	22630.0	0.00037158111508192246
dbia	LINE/I::I-6_DBp	80	43557.0	0.0007151992324181749
dbia	LINE/CR1::CR1-4_DBi	378	127701.0	0.002096830754621148
dbia	LINE/R1::R1-1_DT	130	18457.0	0.0003030610977051278
dbia	LINE/R1::R1-2_DEu	182	56302.0	0.0009244701697455766
dbia	LTR/Gypsy::Gypsy-24_DEl-I	236	24780.0	0.00040688378399160577
dbia	Chimera/DNA/MULE-NOF	98	57475.0	0.0009437306491088597
dbia	LTR/Gypsy::TABOR_DA-I	912	190636.0	0.003130213762914599
dbia	Chimera/LTR/Copia	957	266288.0	0.004372407952847325
dbia	LINE/RTE-BovB::RTE-1_DBi	181	77996.0	0.0012806823089672834
dbia	LTR/Gypsy::Gypsy-28_DAn-I	31	3386.0	5.559759857125009e-05
dbia	LTR/Gypsy::Gypsy-28_DAn-LTR	238	53799.0	0.0008833712951963035
dbia	LTR/Pao::BEL-5_DMoj-I	139	29482.0	0.00048408989990478295
dbia	DNA/CMC-Transib::Transib-1_DEl	27	9208.0	0.00015119394200947158
dbia	LTR/Gypsy::Gypsy-15_DBi-I	1308	541566.0	0.00889243032127514
dbia	LTR/Gypsy::Gypsy-4_DBi-I	89	46141.0	0.0007576281144938129
dbia	LTR/Gypsy::Gypsy-11_DTa-I	138	61171.0	0.0010044183999415059
dbia	DNA/CMC-Transib::Transib-7_DBi	38	18578.0	0.0003050478990716728
dbia	LTR/Gypsy::Gypsy-13_DAn-I	278	77636.0	0.001274771164405662
dbia	LTR/Gypsy::Gypsy-13_DBp-I	217	56274.0	0.0009240104140574505
dbia	DNA/TcMar-Tc1::Mariner-2_DBi	74	15225.0	0.00024999215541857134
dbia	LTR/Gypsy::Gypsy-19_DEl-LTR	29	4781.0	7.850328374753297e-05
dbia	LINE/I-Jockey::Jockey-3_DT	217	43964.0	0.0007218821097420079
dbia	LINE/I-Jockey::Jockey-4_DRh	88	14807.0	0.00024312865978868872
dbia	LINE/I-Jockey::Jockey-10_DRh	273	37161.0	0.0006101778973733682
dbia	LINE/I-Jockey::Jockey-2_DEu	181	22989.0	0.00037747583979753934
dbia	LINE/RTE-X::RTEX-1_DT	104	32714.0	0.0005371588421913395
dbia	LINE/CR1::CR1-3_DEl	233	53562.0	0.000879479791693236
dbia	LINE/I::I-2_DK	64	37122.0	0.0006095375233791925
dbia	DNA/TcMar-Tc1::Mariner-7_DBi	26	26425.0	0.00043389443066901465
dbia	LTR/Pao::BEL-5_DEl-I	384	142015.0	0.0023318644303296165
dbia	LTR/Pao::ROO_I-int	135	33636.0	0.000552297940207492
dbia	LINE/I::I-7_DBi	35	16951.0	0.00027833280962234503
dbia	DNA/CMC-Transib::Transib-5_DAn	96	23755.0	0.0003900534418369893
dbia	LTR/Pao::BEL-22_DTa-I	272	46969.0	0.000771223746985542
dbia	LTR/Gypsy::Gypsy-62_DWil-I	124	17988.0	0.00029536018992901554
dbia	LTR/Gypsy::Gypsy-53_DEl-I	66	45638.0	0.0007493689319535474
dbia	DNA/CMC-Transib::Transib-2_DBi	90	56091.0	0.0009210055822386263
dbia	DNA/TcMar-Mariner::Mariner-1_DEl	61	12033.0	0.000197580006972195
dbia	LINE/R1-LOA::Loa-3_DTa	105	25458.0	0.0004180164395826594
dbia	LINE/R1-LOA::LOA-1_DBi	101	25442.0	0.0004177537220465873
dbia	LINE/I-Jockey::Jockey-3_DRh	424	54728.0	0.0008986253321344876
dbia	LINE/I-Jockey::Jockey-7_DF	16	4201.0	6.897977306492074e-05
dbia	LTR/Pao::BEL-2_DRh-I	300	87160.0	0.001431153777752557
dbia	LTR/Gypsy::Gypsy-5_DRh-I	65	20494.0	0.0003365083240163022
dbia	LTR/Pao::BEL-4_DBi-I	164	64471.0	0.0010586038917563686
dbia	LTR/Gypsy::Gypsy-11_DEl-I	48	10812.0	0.00017753137500069578
dbia	LTR/Pao::BEL-19_DTa-LTR	62	5039.0	8.273960401669497e-05
dbia	LTR/Pao::NINJA_I-int	50	25736.0	0.0004225811567719115
dbia	LTR/Gypsy::Gypsy-6_DPer-I	68	11125.0	0.0001826707868001055
dbia	LINE/CR1::CR1-12_DTa	90	18964.0	0.0003113859596294113
dbia	LINE/I-Jockey::TART_DV	44	6357.0	0.00010438096105063107
dbia	DNA/Maverick	508	85582.0	0.0014052432607574497
dbia	LTR/Gypsy::Gypsy-35_DEl-I	136	47292.0	0.0007765273572449968
dbia	DNA/Maverick::Polinton-1_DK	219	56673.0	0.0009305619326132476
dbia	DNA/Maverick::Polinton-2_DBp	328	50104.0	0.0008226999642096616
dbia	LTR/Pao::BATUMI_I-int	152	22909.0	0.00037616225211717906
dbia	LTR/Copia::Copia-1_DBi-I	293	226817.0	0.003724300211203553
dbia	Chimera/LINE/L2	163	34944.0	0.000573775098781383
dbia	LTR/Gypsy::Gypsy-26_DPse-I	33	3034.0	4.9817812777664725e-05
dbia	LTR/Gypsy::Gypsy-2_DPer-I	42	15211.0	0.0002497622775745083
dbia	LINE/I-Jockey::Jockey-4_DAn	117	15255.0	0.00025048475079870645
dbia	LTR/Gypsy::Gypsy-1_DRh-LTR	24	4984.0	8.183651248644726e-05
dbia	LTR/Gypsy::Gypsy-8_DBi-I	101	48138.0	0.0007904185469648071
dbia	LTR/Gypsy::Gypsy-34_DEl-I	50	14265.0	0.00023422910325424765
dbia	LTR/Gypsy::Gypsy-13_DTa-I	199	143255.0	0.0023522250393752013
dbia	DNA/hAT-Pegasus	46	20447.0	0.00033573659125409055
dbia	DNA/hAT-Tip100	42	20266.0	0.00033276459912727534
dbia	LTR/Gypsy::Gypsy-7_DBi-I	51	28700.0	0.0004712495803292609
dbia	LTR/Gypsy::Gypsy-57_DEl-I	30	11423.0	0.00018756390090944765
dbia	LTR/Gypsy::Gypsy-14_DAn-I	100	20344.0	0.00033404534711562665
dbia	LTR/Gypsy::Gypsy1-I_DM	31	5428.0	8.912692411244698e-05
dbia	LTR/Gypsy::Gypsy-13_DBp-LTR	38	5985.0	9.827277833695563e-05
dbia	Chimera/DNA	41	8232.0	0.00013516817230907583
dbia	RC/Helitron::DNAREP1_DSim	19	778.0	1.2774640191504008e-05
dbia	LTR/Gypsy::Gypsy-41_DWil-LTR	46	3264.0	5.359437735870062e-05
dbia	LTR/Gypsy::Gypsy-32_DEl-I	103	47124.0	0.0007737688231162402
dbia	LTR/Gypsy::Gypsy-24_DEl-LTR	16	2208.0	3.6255019977944535e-05
dbia	LTR/Gypsy::Gypsy-33_DEl-I	16	2439.0	4.004800440498493e-05
dbia	DNA/TcMar-Tc1::Mariner-6_DBi	45	19506.0	0.0003202855161638524
dbia	LTR/Pao::BEL-15_DTa-I	403	180810.0	0.002968872356074344
dbia	LTR/Gypsy::Gypsy-27_DBp-I	19	7276.0	0.00011947079952877013
dbia	LINE/R1-LOA::Loa-1B_DT	42	9882.0	0.0001622609182165072
dbia	DNA/Merlin	43	9995.0	0.00016411636081501614
dbia	DNA/Maverick::Polinton-1_DEl	5	578.0	9.490670990603234e-06
dbia	LTR/Gypsy::Gypsy-7_DEu-I	4	556.0	9.129434378504149e-06
dbia	DNA/CMC-Transib::Transib-2_DBp	22	10477.0	0.000172030726589187
dbia	LTR/Pao::BEL-1_DEl-I	39	10141.0	0.0001665136583316737
dbia	LTR/Pao::BEL-20_DTa-I	39	6820.0	0.00011198334975071636
dbia	LTR/Pao::BEL-6_DPe-I	40	26275.0	0.00043143145376833906
dbia	DNA/TcMar-Tc1::Mariner-16_DRh	26	17319.0	0.00028437531295200243
dbia	LTR/Gypsy::Gypsy-12_DEl-I	21	10539.0	0.00017304875704146625
dbia	LTR/Gypsy::Gypsy-12_DEl-LTR	30	7230.0	0.00011871548661256295
dbia	LTR/Pao::BEL-15_DTa-LTR	49	3041.0	4.993275169969625e-05
dbia	DNA/PiggyBac::piggyBac-1_DBi	23	27072.0	0.00044451807103392866
dbia	DNA/TcMar-Tc1::Mariner-18_DF	4	749.0	1.2298464657373394e-05
dbia	LTR/Gypsy::Gypsy-47_DEl-I	7	710.0	1.1658090663197745e-05
dbia	LINE/I::I-8_DBi	59	42912.0	0.0007046084317452699
dbia	LTR/Gypsy::Gypsy-13_DRh-I	28	6418.0	0.0001053825716569058
dbia	LTR/Gypsy::Gypsy-7_DSim-I	1	76.0	1.2479082963422938e-06
dbia	Satellite	17491	2997150.0	0.04921274145239876
dbia	Simple_Repeat	17307	2913168.0	0.04783376994524852
dbip	LTR/Gypsy::Gypsy-13_DBp-I	791	304776.0	0.005242785364417242
dbip	LTR/Gypsy::Gypsy-13_DAn-I	745	476015.0	0.00818845471836061
dbip	DNA/P::P-1N1_DBp	729	213669.0	0.003675554197278223
dbip	LTR/Gypsy::Gypsy-7_DEu-I	257	148360.0	0.002552102648059368
dbip	Chimera/RC/Helitron	13559	5202587.0	0.08949538999365897
dbip	RC/Helitron::Helitron-N1_DBp	2119	716493.0	0.01232517985047183
dbip	LINE/I::I-3_DBp	470	212849.0	0.003661448480296498
dbip	Unknown	42554	13811332.0	0.23758382967394912
dbip	LINE/I-Jockey::Jockey-3_DBp	1185	798443.0	0.013734891443950297
dbip	LINE/I-Jockey::Jockey-11B_DBp	229	29511.0	0.0005076509924971691
dbip	LINE/I::I-2_DBp	216	113949.0	0.0019601613955494536
dbip	LTR/Gypsy::Gypsy-20_DAn-LTR	56	27760.0	0.0004775301261130228
dbip	LINE/I::I-5_DBp	140	63106.0	0.0010855553364008796
dbip	LINE/I::I-1_DK	87	28403.0	0.0004885910724779606
dbip	LINE/R1::R1-2_DBp	860	267398.0	0.004599805499364916
dbip	LTR/Gypsy::Gypsy-22_DAn-I	115	20870.0	0.0003590076992787747
dbip	LTR/Gypsy::Gypsy-13_DTa-I	316	85546.0	0.0014715703230714931
dbip	Chimera/LTR/Pao	4595	2172681.0	0.03737466253362278
dbip	LTR/Pao::BEL-5_DBp-I	843	657338.0	0.011307589986991433
dbip	LINE/R1-LOA::Loa-1_DAn	1638	1361693.0	0.02342397082194598
dbip	LTR/Gypsy::Gypsy-11_DBp-I	1153	503991.0	0.008669700496751746
dbip	Chimera/LTR/Gypsy	4213	2422288.0	0.04166842558076591
dbip	LTR/Gypsy::Gypsy-1_DBi-I	152	61952.0	0.001065704120063184
dbip	LTR/Gypsy::TABOR_DA-I	444	362560.0	0.006236791157187952
dbip	Chimera/LINE/I	311	101731.0	0.001749986212521755
dbip	LINE/CR1::CR1-2_DBp	1323	1028959.0	0.017700249316827444
dbip	DNA/Zator::Zator-2_DF	65	5575.0	9.590167338184806e-05
dbip	LINE/CR1::CR1-3_DBp	4519	2197620.0	0.0378036655528999
dbip	Chimera/DNA	102	28628.0	0.0004924615436009949
dbip	DNA::DNA3-1_DF	44	18062.0	0.00031070421966330753
dbip	DNA/hAT-Pegasus	203	51102.0	0.0008790614014635335
dbip	DNA/Kolobok-Hydra::Kolobok-N1_DF	1037	269192.0	0.004630666055785909
dbip	DNA/TcMar-Mariner::Mariner-1_DBi	331	46177.0	0.0007943410891037843
dbip	RC/Helitron::Helitron-1_DF	222	24022.0	0.00041322869918901416
dbip	RC/Helitron::Helitron-2_DF	76	19589.0	0.00033697181701829984
dbip	DNA/CMC-Transib::Transib-6_DBp	436	146620.0	0.0025221710047079035
dbip	DNA/TcMar-Tc1	347	118826.0	0.0020440560074029557
dbip	DNA/TcMar-Mariner::Mariner-1_DEl	130	47505.0	0.0008171854697766263
dbip	DNA/TcMar-Mariner::Mariner-14_DBp	140	42733.0	0.0007350970777805405
dbip	Chimera/DNA/TcMar-Mariner	73	12573.0	0.00021628192635515258
dbip	RC/Helitron::Helitron-1_DT	784	59512.0	0.0010237310109956128
dbip	Chimera/Unknown	1635	212489.0	0.0036552557264996435
dbip	LTR/Gypsy::Gypsy-15_DBp-LTR	187	61091.0	0.001050893117232373
dbip	DNA::DNA-1_DBp	639	138360.0	0.002380081709257847
dbip	RC/Helitron::Helitron-N2_DBp	269	60693.0	0.0010440466838680725
dbip	Chimera/DNA/CMC-Transib	2045	450116.0	0.007742937688958551
dbip	DNA/TcMar-Mariner::Mariner_DMA	52	19165.0	0.00032967812921311533
dbip	DNA/Kolobok-Hydra::Kolobok-1_DBp	90	6243.0	0.00010739267209378967
dbip	LTR/Gypsy::Gypsy-38_DAn-I	505	204987.0	0.0035262056182107423
dbip	LTR/Gypsy::Gypsy-35_DAn-LTR	80	31414.0	0.0005403865771510986
dbip	LINE/I-Jockey::Jockey-11_DBp	47	10459.0	0.000179916699892511
dbip	LTR/Gypsy::Gypsy-10_DBp-I	743	769109.0	0.013230285222069914
dbip	LTR/Gypsy::Gypsy19-I_Dya	37	6781.0	0.00011664739860131151
dbip	Chimera/DNA/hAT-hobo	326	82460.0	0.0014184846613573437
dbip	RC/Helitron::Helitron-1_DBp	276	110265.0	0.0018967888816949733
dbip	RC/Helitron::Helitron-3_DRh	134	61914.0	0.0010650504404957383
dbip	LTR/Gypsy::Gypsy-23_DAn-I	98	5689.0	9.786271208418539e-05
dbip	LTR/Gypsy::Gypsy-7_DBp-I	229	111020.0	0.001909776462574488
dbip	LTR/Gypsy::Gypsy-13_DTa-LTR	63	15198.0	0.00026143742279055186
dbip	DNA/CMC-Transib::Transib-1_DEl	145	31687.0	0.0005450827487803802
dbip	LTR/Gypsy::Gypsy-24_DBp-I	438	270522.0	0.0046535448406465115
dbip	LTR/Gypsy::Gypsy-2_DBi-I	155	100624.0	0.0017309434945964267
dbip	LTR/Gypsy::Gypsy-5_DBp-I	133	52543.0	0.0009038496187448327
dbip	DNA/hAT-Blackjack::hAT-1_DBp	137	42255.0	0.0007268744769058277
dbip	LTR/Pao::BEL-10_DBp-LTR	463	76253.0	0.0013117112646432393
dbip	LTR/Pao::BEL-22_DAn-I	183	42815.0	0.000736507649478713
dbip	LTR/Pao::BEL-10_DBp-I	83	24866.0	0.00042774726642386254
dbip	LTR/Pao::BEL-21_DAn-I	389	124394.0	0.0021398372661276424
dbip	LINE/R1::R1-1_DBp	483	232896.0	0.004006298856311908
dbip	LINE/R1::R1-3_DBp	243	70061.0	0.0012051958993373375
dbip	LINE/R1::R1-4_DBp	559	264315.0	0.004546771443932407
dbip	LTR/Gypsy::Gypsy-13_DBp-LTR	144	7022.0	0.00012079310322642817
dbip	LTR/Pao::BEL-2_DAn-LTR	66	7442.0	0.00012801798265609207
dbip	LTR/Pao::BEL-19_DAn-I	390	152250.0	0.00261901879325316
dbip	LTR/Pao::BEL-7_DBp-I	559	206861.0	0.0035584423421421473
dbip	LTR/Pao::BEL-2_DAn-I	205	78298.0	0.0013468895466281505
dbip	LTR/Pao::BEL-15_DAn-I	85	26268.0	0.0004518646020438358
dbip	LTR/Pao::BEL-5_DEu-I	101	25435.0	0.0004375352578416691
dbip	DNA/CMC-Transib::Transib-4_DAn	106	22260.0	0.00038291860977218614
dbip	LINE/I-Jockey::Jockey-14_DBp	3235	2360744.0	0.04060973991500583
dbip	RC/Helitron::Helitron-2_DBp	467	143334.0	0.0024656449242177235
dbip	DNA/TcMar-Tc1::Mariner-11_DBp	66	24783.0	0.00042631949263180995
dbip	DNA/TcMar-Mariner::Mariner-8_DEl	38	6316.0	0.00010864842494704078
dbip	DNA/CMC-Transib::Transib-4_DBp	85	19866.0	0.00034173679702310196
dbip	DNA/TcMar-Tc1::Mariner-4_DY	110	21703.0	0.0003733370434809414
dbip	LINE/CR1::CR1-1_DBp	928	652552.0	0.011225260765681025
dbip	RC/Helitron::Helitron-5_DRh	195	54141.0	0.0009313385647653158
dbip	DNA/TcMar-Tc1::Mariner-5_DEl	72	19001.0	0.0003268569858167704
dbip	DNA/TcMar-Tc1::Mariner-5_DBp	167	47625.0	0.0008192497210422446
dbip	DNA::DNA-2_DBp	38	10544.0	0.00018137887787232393
dbip	DNA/CMC-Transib::Transib-9_DAn	66	14713.0	0.0002530944072586781
dbip	DNA/CMC-Transib::Transib-1_DK	105	42100.0	0.0007242081523544041
dbip	DNA?/hAT	135	21602.0	0.00037159963199904605
dbip	DNA/Zator	44	22324.0	0.0003840195437805159
dbip	LTR/Gypsy::Gypsy-7_DBi-LTR	89	16617.0	0.00028584719400648773
dbip	DNA/hAT-Ac::Hoana2	58	17704.0	0.00030454587005421306
dbip	LINE/R1-LOA::Loa-1_DBp	727	249494.0	0.004291819210534673
dbip	LINE/I-Jockey::Jockey-2_DBp	281	97034.0	0.0016691879775666805
dbip	LTR/Gypsy::Gypsy-25_DAn-I	187	86981.0	0.0014962553277895114
dbip	LTR/Gypsy::Gypsy-16_DBp-I	115	74552.0	0.0012824505029531007
dbip	LTR/Pao::BEL-11_DBp-I	1461	841262.0	0.01447146790180453
dbip	LINE/RTE-BovB::RTE-1_DBp	239	122626.0	0.0021094239641475335
dbip	LTR/Gypsy::Gypsy-14_DBp-I	180	83292.0	0.0014327968034656303
dbip	LTR/Gypsy::Gypsy-14_DBp-LTR	59	9341.0	0.00016068475893450093
dbip	LTR/Pao::BEL-7_DBp-LTR	78	18300.0	0.00031479831800678375
dbip	Chimera/DNA/hAT-Pegasus	174	36716.0	0.0006315920789036651
dbip	DNA/hAT-Tip100	431	193471.0	0.00332810630508691
dbip	LTR/Pao::BEL-11_DBp-LTR	58	11772.0	0.00020250304915715072
dbip	Chimera/DNA/PIF-Harbinger	68	11214.0	0.00019290428077202584
dbip	DNA/hAT-Ac::hAT-1_DEl	47	5090.0	8.755865784997427e-05
dbip	DNA/TcMar-Tc1::Mariner-4_DRh	26	6608.0	0.00011367143636004519
dbip	LTR/Pao::BEL-16_DAn-I	128	27699.0	0.0004764807983863335
dbip	DNA/TcMar-Tc1::Mariner-6_DBi	109	50368.0	0.0008664350645555018
dbip	DNA/TcMar-Mariner::Mariner-13_DBp	195	59736.0	0.0010275842800247668
dbip	Chimera/DNA/CMC-EnSpm	145	10347.0	0.00017799006537793396
dbip	LTR/Gypsy::Gypsy-4_DBp-I	222	153007.0	0.002632040778320435
dbip	LINE/R1::R1-1_DEu	56	5414.0	9.313213626714357e-05
dbip	LTR/Pao::BEL-1_DBp-I	490	143289.0	0.002464870829993117
dbip	LTR/Pao::BEL-6_DBp-I	583	287775.0	0.004950332566360776
dbip	DNA/CMC-Transib::TransibN1_DP	121	16533.0	0.00028440221812055493
dbip	LINE/R1-LOA::LOA-1_DYa	192	36438.0	0.0006268098968049829
dbip	LTR/Pao::BEL-16_DAn-LTR	61	10606.0	0.00018244540769289335
dbip	DNA/hAT-Blackjack	83	14685.0	0.0002526127486300338
dbip	DNA/hAT-Pegasus::hAT-9_DBp	238	69624.0	0.001197678584311711
dbip	DNA/hAT-Ac::hAT-3_DBp	97	7831.0	0.00013470959717547124
dbip	DNA/TcMar-Tc1::Mariner-27_DF	73	20196.0	0.00034741348800355215
dbip	LTR/Gypsy::Gypsy-20_DAn-I	488	285488.0	0.0049109913776568676
dbip	LTR/Gypsy::Gypsy-27_DAn-I	253	87550.0	0.0015060433192073178
dbip	DNA/TcMar-Tc1::Mariner-11_DAn	106	20032.0	0.0003445923446072072
dbip	DNA/TcMar-Tc1::Mariner-3_DAn	73	19703.0	0.00033893285572063716
dbip	DNA/hAT-Ac::hAT-N1_DBp	194	82148.0	0.001413117608066736
dbip	LINE/I-Jockey::Outcast-1_DAn	99	53776.0	0.0009250598004990603
dbip	Chimera/LINE/I-Jockey	1237	179008.0	0.0030793124212982704
dbip	Chimera/DNA/hAT-Ac	155	29310.0	0.0005041933716272586
dbip	DNA/CMC-Transib::Transib-2_DBi	45	5901.0	0.00010150955598677765
dbip	DNA/CMC-Transib::Transib4_DP	56	10033.0	0.00017258860789956618
dbip	DNA/MULE-MuDR	55	8056.0	0.00013858006829850546
dbip	LINE/I-Jockey::Jockey-5_DBp	319	218828.0	0.0037642997996059275
dbip	Chimera/LINE/Jockey	324	116194.0	0.0019987800963103953
dbip	LTR/Gypsy::Gypsy-8_DBi-I	192	47682.0	0.0008202302403934132
dbip	LINE/I::I-1_DAn	125	51814.0	0.0008913092923062018
dbip	LINE/I::I-4_DBp	334	113779.0	0.0019572370395898276
dbip	RC/Helitron::Helitron-1_DAna	146	11327.0	0.00019484811738048303
dbip	DNA/TcMar-Tc1::Mariner-13_DAn	107	33481.0	0.0005759433052013731
dbip	LTR/Pao::BEL-8_DBp-I	140	114305.0	0.001966285340970788
dbip	Chimera/LINE/LOA	125	26854.0	0.00046194502905760496
dbip	LTR/Gypsy::Gypsy-37_DAn-LTR	18	5012.0	8.621689452732242e-05
dbip	LTR/Gypsy::Gypsy-37_DAn-I	53	12127.0	0.00020860979248460472
dbip	LTR/Gypsy::Gypsy-4_DAn-I	102	71641.0	0.0012323752076679778
dbip	LTR/Gypsy::Gypsy-15_DBp-I	13	2442.0	4.200751325533147e-05
dbip	LTR/Gypsy::Gypsy-35_DAn-I	99	46035.0	0.0007918983917728028
dbip	LTR/Pao::NINJA_I-int	26	1356.0	2.332603930148627e-05
dbip	LINE/I-Jockey::Jockey-8_DVi	55	13277.0	0.00022839220044677968
dbip	LINE/I-Jockey::Jockey-1_DBp	127	22867.0	0.00039336028075743844
dbip	LINE/I::I-8_DBp	72	36447.0	0.0006269647156499042
dbip	LINE/R1::R1B_DAn	203	108706.0	0.001869970817335816
dbip	Chimera/DNA/TcMar-Tc1	81	25462.0	0.00043799971437643323
dbip	DNA/PiggyBac::piggyBac-3_DBp	39	30804.0	0.0005298932998842058
dbip	DNA/TcMar-Tc1::Mariner-9_DRh	62	17324.0	0.0002980090743797553
dbip	DNA/TcMar-Tc1::Mariner-7_DBi	24	7306.0	0.00012567849788839138
dbip	LINE/I-Jockey::Jockey-2_DEu	75	7259.0	0.00012486999947602421
dbip	DNA/hAT-hobo::hAT-8_DBp	74	17757.0	0.00030545758102986113
dbip	DNA/TcMar-Mariner::Mariner-1_DPe	26	7069.0	0.00012160160163879532
dbip	DNA/hAT-hobo::hAT-7_DBp	148	71600.0	0.0012316699218188915
dbip	DNA/TcMar-Tc1::Mariner-25_DF	29	8268.0	0.00014222691220109772
dbip	DNA/CMC-Transib::Transib-5_DBp	69	33116.0	0.0005696645409351176
dbip	LINE/RTE-BovB::RTE-2_DBp	193	113595.0	0.0019540718543158797
dbip	Chimera/LINE/CR1	82	17681.0	0.00030415022189496957
dbip	LTR/Gypsy::Gypsy-23_DBp-I	159	42578.0	0.0007324307532291168
dbip	LTR/Gypsy::Gypsy-43_DEl-I	86	40879.0	0.0007032043957267384
dbip	RC/Helitron	73	14189.0	0.0002440805100654784
dbip	LINE/I-Jockey::Jockey-12_DBp	13	660.0	1.1353381960900398e-05
dbip	DNA/hAT-Ac::hAT-N1B_DBp	139	21784.0	0.0003747304130852337
dbip	LTR/Pao::BEL-5_DAn-I	26	9765.0	0.00016797844673968542
dbip	LTR/Pao::BEL-5_DAn-LTR	101	36539.0	0.0006285473082868783
dbip	Chimera/DNA/Sola-1	87	16706.0	0.00028737818036182126
dbip	LINE/R1::R1A_DAn	199	92061.0	0.0015836419647006841
dbip	LINE/R1::R1-3_DEu	106	21233.0	0.0003652520593572699
dbip	LTR/Gypsy::Gypsy-27_DBp-I	33	6997.0	0.00012036305087942437
dbip	LINE/I-Jockey::Jockey-10_DBp	79	61088.0	0.0010508415109507325
dbip	DNA/PIF-Harbinger::Harbinger-1_DF	65	10776.0	0.0001853697636525192
dbip	DNA/hAT-hobo::hAT-10_DBp	35	7507.0	0.00012913611875830196
dbip	DNA/Kolobok-Hydra	68	15472.0	0.00026615079651371354
dbip	DNA/hAT-Ac::hAT-N1_DK	34	4037.0	6.94448529941741e-05
dbip	LTR/Gypsy::Gypsy-2_DBp-I	10	2214.0	3.808543585065679e-05
dbip	LINE/CR1::CR1-2_DAn	59	5126.0	8.817793322965975e-05
dbip	LINE/I::I-5_DBi	21	3357.0	5.774742915567066e-05
dbip	LTR/Pao::BEL-10_DAn-I	44	11398.0	0.00019606946604597384
dbip	DNA/CMC-Transib::Transib-4_DK	245	56153.0	0.0009659491776521818
dbip	DNA/CMC-Transib::Transib-5_DAn	122	15403.0	0.00026496385203598306
dbip	Chimera/LTR/Copia	237	104154.0	0.0017916668859933637
dbip	LTR/Copia::Copia-1_DBp-I	273	171799.0	0.0029553025265162537
dbip	LINE/I-Jockey::Jockey-13_DBp	90	48930.0	0.0008416984535558432
dbip	LTR/Gypsy::Gypsy-39_DAn-I	46	12901.0	0.00022192421314784247
dbip	DNA/TcMar-Mariner::Mariner-2_Dro	152	21335.0	0.0003670066729330454
dbip	LINE/I-Jockey::Jockey-4_DBp	162	63947.0	0.0011000222973540875
dbip	LINE/I-Jockey::Jockey-9_DF	68	41699.0	0.0007173101127084632
dbip	DNA/Sola	46	19572.0	0.00033667938142233723
dbip	DNA/TcMar-Tc1::Mariner-5_DK	183	124970.0	0.00214974567220261
dbip	DNA/TcMar-Tc1::Mariner-5_DEu	71	15543.0	0.00026737214517920437
dbip	LTR/Gypsy::Gypsy-31_DEl-I	161	75759.0	0.0013032134302664443
dbip	DNA/hAT-Charlie	40	13045.0	0.00022440131466658437
dbip	LINE/R2::R2_DAn	18	14354.0	0.0002469188555557035
dbip	DNA/P::P-1_DBp	260	69908.0	0.0012025639789736743
dbip	DNA/P::P_DG	109	52085.0	0.000895971059747723
dbip	LINE/I::I-2_DEl	45	15736.0	0.00027069214929807374
dbip	DNA/CMC-Transib::Transib-3_DAn	127	40212.0	0.0006917305991086769
dbip	DNA/CMC-Transib::Transib-3_DBp	75	17179.0	0.0002955147707671332
dbip	LTR/Gypsy::Gypsy-32_DAn-I	54	27825.0	0.0004786482622152327
dbip	LTR/Gypsy::Gypsy-20_DBp-I	61	28067.0	0.0004828111689342295
dbip	LTR/Gypsy::Gypsy-6_DBp-I	32	10852.0	0.00018667712278741077
dbip	LTR/Gypsy::Gypsy-32_DAn-LTR	36	11359.0	0.0001953985843846479
dbip	LTR/Pao::BEL-3_DBp-I	72	40641.0	0.0006991102973832622
dbip	LTR/Pao::BEL-4_DBp-I	50	40478.0	0.0006963063560807974
dbip	LTR/Pao::BEL-9_DBp-I	33	14301.0	0.0002460071445800554
dbip	LTR/Gypsy::Gypsy-21_DBp-I	49	12145.0	0.00020891943017444748
dbip	LTR/Gypsy::Gypsy-3_DBp-I	35	13973.0	0.00024036485778736554
dbip	LTR/Gypsy::Gypsy-21_DAn-I	65	50633.0	0.0008709936194337422
dbip	LTR/Gypsy::Gypsy-29_DEl-I	33	6037.0	0.00010384904075447834
dbip	LINE/I::I-2_DEu	36	5830.0	0.00010028820732128685
dbip	LTR/Copia::Copia-3_DBp-I	41	19645.0	0.00033793513427558835
dbip	DNA/CMC-Transib::Transib-5_DRh	174	29564.0	0.0005085627034728172
dbip	LTR/Gypsy::Gypsy-12_DBp-I	130	64146.0	0.0011034455140362378
dbip	LTR/Gypsy::Gypsy-7_DBi-I	105	31272.0	0.000537943879820117
dbip	LTR/Gypsy::Gypsy-7_DFi-I	22	2818.0	4.847550055426867e-05
dbip	DNA/TcMar-Tc1::Mariner-6_DBp	26	20440.0	0.0003516107989103093
dbip	LTR/Gypsy::Gypsy-8_DBp-I	31	16453.0	0.0002830260506101428
dbip	LINE/I-Jockey::Jockey-6_DBp	38	5945.0	0.00010226644811750434
dbip	Chimera/LINE/R1	244	68308.0	0.0011750406287654308
dbip	DNA/TcMar-Tc1::Mariner-3_DBi	40	16774.0	0.0002885479227456716
dbip	Chimera/DNA/Maverick	104	32003.0	0.0005505186104465082
dbip	DNA/Maverick::Polinton-1_DBp	551	287391.0	0.004943726962310797
