species	class	copy_number	bp	percent
dvir	LINE/L2	3452.0	438002.0	0.010106956727308514
dvir	LINE/Jockey	2064.0	1020060.0	0.023538025578098556
dvir	DNA/Sola	633.0	89192.0	0.002058117735585913
dvir	LINE/R1	5769.0	2115202.0	0.048808578690317454
dvir	LINE/CR1	6553.0	2925516.0	0.06750668630976274
dvir	DNA	460.0	260000.0	0.005999535958968712
dvir	LTR/Copia	1453.0	390364.0	0.009007703288795625
dvir	LTR/Pao	3159.0	1672584.0	0.03859510712459894
dvir	DNA/TcMar	154.0	14930.0	0.0003445118148746264
dvir	LINE/I	371.0	121048.0	0.0027931993413894025
dvir	DNA/PIF	132.0	15620.0	0.00036043366030419723
dvir	DNA/hAT	278.0	40585.0	0.0009365044880567122
dvir	LINE/Penelope	472.0	308574.0	0.0071203877269338895
dvir	DNA/hAT	197.0	17491.0	0.00040360724407046826
dvir	DNA/P	1802.0	583606.0	0.013466789164884209
dvir	DNA/Crypton	23.0	32296.0	0.0007452346666571289
dvir	DNA/TcMar	358.0	111726.0	0.0025780929021220703
dvir	DNA/hAT	76.0	11306.0	0.0002608875136619241
dvir	DNA/hAT	88.0	10985.0	0.0002534803942664281
dvir	DNA/Maverick	85.0	59712.0	0.001377862658392076
dvir	DNA/MuLE	146.0	62346.0	0.0014386425726840898
dvir	Satellite/Simple_Repeat	38459.0	5720436.0	0.1319998518576121
dvir	Satellite/Simple_Repeat	38412.0	5527278.0	0.12754270429314102
dwil	LTR/Gypsy	22244.0	11986963.0	0.22645676884998656
dwil	RC/Helitron	24159.0	7274925.0	0.1374373149500827
dwil	LINE/Penelope	1963.0	374462.0	0.007074306859636062
dwil	DNA/CMC	8120.0	853352.0	0.01612145933975718
dwil	LINE/L2	3227.0	260406.0	0.004919569815069054
dwil	DNA/MuLE	482.0	132745.0	0.0025078081730119184
dwil	DNA/CMC	1123.0	268124.0	0.005065377668316303
dwil	Unknown	28123.0	1163570.0	0.02198207356865779
dwil	LINE/CR1	9774.0	6310612.0	0.11921958906404828
dwil	DNA/CMC	2984.0	910917.0	0.017208972824102588
dwil	LINE/I	6565.0	852806.0	0.01611114435039815
dwil	DNA/hAT	1757.0	429395.0	0.00811209680553281
dwil	DNA/hAT	153.0	48593.0	0.0009180151610318141
dwil	DNA/TcMar	526.0	76559.0	0.0014463466489707294
dwil	DNA/Kolobok	1149.0	205153.0	0.0038757344541633515
dwil	LTR/Copia	1289.0	761690.0	0.014389787994285646
dwil	LINE/Jockey	3565.0	2352882.0	0.04445046299094225
dwil	DNA/Zisupton	2754.0	202738.0	0.0038301104627676396
dwil	DNA/hAT	1928.0	506796.0	0.009574350452745854
dwil	DNA/TcMar	4308.0	1321908.0	0.024973382698932834
dwil	LINE/R1	2876.0	988015.0	0.018665502218979026
dwil	DNA/TcMar	929.0	174556.0	0.0032976983196976793
dwil	DNA/hAT	2430.0	385306.0	0.007279170860752046
dwil	DNA/P	1191.0	252151.0	0.0047636169997599025
dwil	LINE/I	2677.0	798707.0	0.015089110267368491
dwil	DNA/Sola	1236.0	91044.0	0.001719996137735486
dwil	LTR/ERVK	270.0	35648.0	0.0006734592319976562
dwil	DNA/Kolobok	629.0	48683.0	0.0009197154340030828
dwil	LTR/Pao	10881.0	6119966.0	0.11561791972093155
dwil	DNA/hAT	679.0	60290.0	0.0011389939715310449
dwil	DNA/Novosib	348.0	24871.0	0.0004698609896491727
dwil	DNA/hAT	608.0	141426.0	0.002671808947051743
dwil	DNA/PiggyBac	546.0	220645.0	0.0041684081082844155
dwil	DNA/PIF	1430.0	237896.0	0.004494312653032833
dwil	DNA/MULE	375.0	23708.0	0.00044788968447599957
dwil	DNA/hAT	645.0	131677.0	0.0024876316004195293
dwil	DNA/TcMar	433.0	121291.0	0.0022914200995351134
dwil	DNA/TcMar	276.0	82869.0	0.001565554676178573
dwil	DNA	476.0	137726.0	0.0026019088360106934
dwil	DNA/hAT	29.0	3386.0	6.396804756351166e-05
dwil	DNA/Merlin	102.0	27615.0	0.0005217004233509671
dwil	LINE/R2	146.0	232488.0	0.004392145139381483
dwil	LINE/LOA	185.0	43875.0	0.0008288830734935246
dwil	DNA/hAT	199.0	43421.0	0.0008203061409495688
dwil	DNA/MuLE	84.0	53817.0	0.0010167065610530146
dwil	LINE/CRE	150.0	58889.0	0.001112526388944961
dwil	LINE/L1	74.0	7019.0	0.00013260239983706095
dwil	LTR	58.0	14553.0	0.00027493413945415987
dwil	Satellite/Simple_Repeat	30517.0	2891538.0	0.05462671007551725
dwil	Satellite/Simple_Repeat	30753.0	3185005.0	0.06017086572062093
dyak	RC/Helitron	12972.0	4038001.0	0.13090621343691974
dyak	LINE/R1	2455.0	566738.0	0.018372834873199146
dyak	DNA/P	594.0	191291.0	0.006201380453982506
dyak	LTR/Gypsy	15658.0	8485353.0	0.27508300045136375
dyak	DNA/Maverick	596.0	603649.0	0.01956943666804024
dyak	LINE/Jockey	2050.0	1556697.0	0.050465888873879095
dyak	LINE/CR1	1469.0	700319.0	0.02270333971881884
dyak	Unknown	8511.0	2719597.0	0.08816544259013473
dyak	DNA/Zisupton	65.0	17703.0	0.0005739059243605413
dyak	DNA	435.0	61939.0	0.0020079737360316086
dyak	LTR/Copia	418.0	164260.0	0.005325074119384427
dyak	LTR/Pao	5660.0	3016292.0	0.09778386987523617
dyak	LINE/I	4797.0	831849.0	0.026967354079726145
dyak	DNA/CMC	548.0	55415.0	0.0017964749928508952
dyak	LINE/R2	569.0	51477.0	0.001668810668717595
dyak	DNA/CMC	810.0	267295.0	0.008665321360896509
dyak	DNA/hAT	412.0	127809.0	0.004143384866214564
dyak	LINE/RTE	409.0	187007.0	0.006062499305026931
dyak	DNA/MULE	1901.0	332320.0	0.010773338800400784
dyak	DNA/TcMar	1799.0	460518.0	0.014929334489898196
dyak	DNA/TcMar	132.0	15752.0	0.0005106572965332004
dyak	DNA/hAT	47.0	23339.0	0.0007566169784020038
dyak	DNA/Kolobok	40.0	26435.0	0.0008569848675631762
dyak	LINE/L2	27.0	26322.0	0.0008533215692830689
dyak	DNA/hAT	129.0	18869.0	0.0006117059756402335
dyak	DNA/Kolobok	90.0	7240.0	0.00023471043847767716
dyak	DNA/Ginger	86.0	6892.0	0.00022342877651770042
dyak	LINE/RTE	513.0	34973.0	0.0011337746084088126
dyak	LINE/LOA	642.0	346627.0	0.011237151264945
dyak	LINE/R1	382.0	145072.0	0.004703026620280881
dyak	DNA/TcMar	208.0	105765.0	0.003428749934473968
dyak	LINE/I	754.0	346450.0	0.011231413178258461
dyak	LINE/R2	30.0	59555.0	0.0019306878678919978
dyak	LINE/L1	67.0	9542.0	0.00030933798397154636
dyak	DNA/MULE	38.0	14252.0	0.00046202944325743854
dyak	LTR/Ngaro	26.0	13315.0	0.00043165324424451263
dyak	DNA/PIF	34.0	9742.0	0.0003158216977416479
dyak	Other	77.0	101139.0	0.0032787816349715182
dyak	Satellite/Simple_Repeat	21313.0	2327642.0	0.07545882243633391
dyak	Satellite/Simple_Repeat	22188.0	2772067.0	0.08986644489772087
